,Movie,Tags
7916,The Secret of Moonacre,the secret of moonacre adventure family fantasy gaborcsupo ioangruffudd dakotabluerichards timcurry Maria inherit book secret dad   move uncle s Moonacre estate   family curse cast valley   Maria break use book
7917,A Man Apart,a man apart action crime drama fgarygray vindiesel timothyolyphant larenztate man know Diablo emerge head drug cartel previous leader imprison
7918,Ask Me Anything,ask me anything drama allisonburnett brittrobertson mollyhagan andybuckley confused teenager write blog reveal daily activity secret   advise high school guidance counselor lieu move first year college
7919,Starry Eyes,starry eyes horror mystery kevinklsch denniswidmyer alexessoe amandafuller hopeful young starlet uncover ominous origin Hollywood elite enter deadly agreement exchange fame fortune
7920,The Hunted,the hunted action crime drama williamfriedkin tommyleejones beniciodeltoro connienielsen FBI deepwood tracker attempt capture train assassin make sport hunt human
7921,Baby Mama,baby mama comedy romance michaelmccullers tinafey amypoehler sigourneyweaver successful   single businesswoman dream baby discover infertile hire work class woman unlikely surrogate
7922,How to Be a Latin Lover,how to be a latin lover comedy drama kenmarino eugenioderbez salmahayek raphaelalejandro find dump twentyfive year marriage   man make career seduce rich old woman must move estranged sister   begin learn value family
7923,Rock-A-Doodle,rock a doodle animation adventure comedy donbluth garygoldman dankuenster glencampbell order defeat wicked Grand Duke Owls   young boy   transform cat   team group barnyard animal find rooster raise sun
7924,V/H/S/2,v h s   horror sci fi simonbarrett jasoneisener garethevans gregghale search miss student   two private investigator break house find collection VHS tape   view horrific content cassette   realize may dark motive behind student s disappearance
7925,Autómata,aut mata action drama sci fi gabeibez antoniobanderas birgittehjorts rensen dylanmcdermott human race edge end   Robot race edge begin
7926,Split Second,split second action crime horror tonymaylam rutgerhauer kimcattrall alastairduncan flood future London   Detective Harley Stone hunt serial killer murder partner   haunt ever since   soon discover hunting might human
7927,The Big Hit,the big hit action comedy crime kirkwong markwahlberg loudiamondphillips christinaapplegate socially anxious hitman Melvin Smiley   expert lucrative field   go job fall love kidnap victim   turn world upside
7928,Happy Birthday to Me,happy birthday to me horror mystery thriller jleethompson melissasueanderson glennford lawrencedane snobby Crawford Academy   Virginia s group friend start go missing year horrible event happen child around birthday
7929,Boxcar Bertha,boxcar bertha crime drama romance martinscorsese barbarahershey davidcarradine barryprimus great Depression   union leader young woman become criminal exact revenge management railroad
7930,La nuit a dévoré le monde,la nuit a d vor  le monde drama horror thriller dominiquerocher andersdanielsenlie golshiftehfarahani denislavant morning party   young man wake find Paris invade zombie
7931,Someone Like You...,someone like you    comedy romance tonygoldwyn ashleyjudd gregkinnear hughjackman jilt boyfriend   talk show talent scout write column relationship habit man gain national fame
7932,About Last Night,about last night comedy romance stevepink kevinhart michaelealy reginahall follow two couple journey bar bedroom eventually put test real world
7933,Bird on a Wire,bird on a wire action comedy johnbadham melgibson goldiehawn davidcarradine old flame discover exboyfriend past relocate FBI informant stop bad guy
7934,Moonwalker,moonwalker action crime fantasy jerrykramer colinchilvers michaeljackson joepesci anthology movie   star   Michael Jackson prime   combine number music video bestselle   Bad   album fantasy tale Michael s confrontation ruthless drug dealer know Mr Big
7935,Varisu,varisu action drama vamshipaidipally josephvijay rashmikamandanna shaam Vijay Rajendran happy togo lucky man   thing change father become terminally ill   leave manage business empire
7936,Memoirs of an Invisible Man,memoirs of an invisible man comedy romance sci fi johncarpenter chevychase darylhannah samneill freak accident   company executive turn completely invisible   go run become hunted treacherous CIA official   whilst try cope new reality
7937,Senseless,senseless comedy romance penelopespheeris marlonwayans davidspade braddourif student get sense enhance experimental drug   abuse option
7938,The Condemned,the condemned action crime thriller scottwiper steveaustin vinniejones nathanjones Jack Conrad await death penalty corrupt central american prison    purchase   wealthy television producer take desolate island must fight death nine condemn killer corners world   freedom go sole survivor
7939,Come True,come true horror sci fi anthonyscottburns juliasarahstone landonliboiron carleeryski teenage runaway take part sleep study become nightmarish descent depth mind frightening examination power dream
7940,Sap ji sang ciu,sap ji sang ciu action adventure comedy jackiechan jackiechan shuqi xingtongyao man search world set mystic artifact   twelve bronze head animal chinese zodiac
7941,Come to Daddy,come to daddy comedy horror mystery anttimpson elijahwood stephenmchattie garfieldwilson man thirty travel remote cabin reconnect estranged father
7942,The Christmas Chronicles: Part Two,the christmas chronicles  part two adventure comedy family chriscolumbus kurtrussell goldiehawn darbycamp Kate Pierce   cynical teen   unexpectedly reunite Santa Claus mysterious troublemaker threatens cancel Christmas   forever
7943,Pushing Tin,pushing tin comedy drama romance mikenewell johncusack billybobthornton cateblanchett feud develop two air traffic controller   one cocky determine restrained laidback   inevitably affect life
7944,Brainscan,brainscan horror sci fi johnflynn edwardfurlong franklangella t rydersmith teenager part interactive video game kill innocent victim   later   murder become real
7945,Night Moves,night moves drama thriller kellyreichardt jesseeisenberg dakotafanning petersarsgaard three radical environmentalist look execute protest life   explosion hydroelectric dam
7946,Beatriz at Dinner,beatriz at dinner comedy drama miguelarteta salmahayek johnlithgow conniebritton holistic medicine practitioner attend wealthy client s dinner party car break
7947,Tragedy Girls,tragedy girls comedy crime horror tylermacintyre briannahildebrand alexandrashipp jackquaid twist slasher genre   follow two deathobsesse teenage girl use online show reallife tragedy send small midwestern town frenzy   cement legacy modern horror legend
7948,Wildcats,wildcats comedy sport michaelritchie goldiehawn swoosiekurtz robynlively rookie high school football coach hard time expect try whip tough inner city team shape
7949,Anna and the Apocalypse,anna and the apocalypse comedy horror musical johnmcphail ellahunt malcolmcumming sarahswire zombie apocalypse threaten sleepy town Little   Christmas   force Anna friend fight   slash sing way survival   face undead desperate race reach love one   soon discover one safe new world   civilization fall apart around   people truly rely
7950,Cheech and Chong's Next Movie,cheech and chong s next movie comedy crime sci fi tommychong cheechmarin tommychong evelynguerrero Cheech Chong live decrepit old house drive neighbour crazy loud music   weed smoke general anarchy slacker view life   Chong meet Cheech s Texan cousin red thing kick notch
7951,Gerry,gerry adventure drama mystery gusvansant nan friendship two young man test go hike desert forget bring water food
7952,Earthquake Bird,earthquake bird crime drama mystery washwestmoreland aliciavikander kikisukezane kenichimasuda enigmatic translator dark past bring questioning expat friend   come photographer boyfriend   end miss presume dead
7953,The Dark Half,the dark half horror mystery thriller georgearomero timothyhutton amymadigan michaelrooker writer s fictional alter ego want take life   price
7954,The Polka King,the polka king biography comedy drama mayaforbes jackblack jennyslate jasonschwartzman local Pennsylvania polka legend Jan Lewan develop plan get rich shock fan land jail
